Human_says,Meaning,Robot_says
pick the topic off the top of your head,RANDOM,
pick topic off the top of your head,RANDOM,
random,RANDOM,
say a completely different new story,RANDOM,
say a completely different new subject,RANDOM,
say a completely different new thing,RANDOM,
say a completely different new topic,RANDOM,
say a completely different random story,RANDOM,
say a completely different random subject,RANDOM,
say a completely different random thing,RANDOM,
say a completely different random topic,RANDOM,
say a completely different strange story,RANDOM,
say a completely different strange subject,RANDOM,
say a completely different strange thing,RANDOM,
say a completely different strange topic,RANDOM,
say a different new story,RANDOM,
say a different new subject,RANDOM,
say a different new thing,RANDOM,
say a different new topic,RANDOM,
say a different random story,RANDOM,
say a different random subject,RANDOM,
say a different random thing,RANDOM,
say a different random topic,RANDOM,
say a different story,RANDOM,
say a different subject,RANDOM,
say a different thing,RANDOM,
say a different topic,RANDOM,
say a new random story,RANDOM,
say a new random subject,RANDOM,
say a new random thing,RANDOM,
say a new random topic,RANDOM,
say a new story,RANDOM,
say a new subject,RANDOM,
say a new thing,RANDOM,
say a new topic,RANDOM,
say a random completely different story,RANDOM,
say a random completely different subject,RANDOM,
say a random completely different thing,RANDOM,
say a random completely different topic,RANDOM,
say a random different story,RANDOM,
say a random different subject,RANDOM,
say a random different thing,RANDOM,
say a random different topic,RANDOM,
say a random new story,RANDOM,
say a random new subject,RANDOM,
say a random new thing,RANDOM,
say a random new topic,RANDOM,
say a random random story,RANDOM,
say a random random subject,RANDOM,
say a random random thing,RANDOM,
say a random random topic,RANDOM,
say a random story,RANDOM,
say a random strange story,RANDOM,
say a random strange subject,RANDOM,
say a random strange thing,RANDOM,
say a random strange topic,RANDOM,
say a random subject,RANDOM,
say a random thing,RANDOM,
say a random topic,RANDOM,
say a subject off the top of your head,RANDOM,
say a thing off the top of your head,RANDOM,
say a topic off the top of your head,RANDOM,
say a totally different new story,RANDOM,
say a totally different new subject,RANDOM,
say a totally different new thing,RANDOM,
say a totally different new topic,RANDOM,
say a totally different random story,RANDOM,
say a totally different random subject,RANDOM,
say a totally different random thing,RANDOM,
say a totally different random topic,RANDOM,
say a totally different something,RANDOM,
say a totally different story,RANDOM,
say a totally different subject,RANDOM,
say a totally different thing,RANDOM,
say a totally different topic,RANDOM,
say another completely different story,RANDOM,
say another completely different subject,RANDOM,
say another completely different thing,RANDOM,
say another completely different topic,RANDOM,
say another different story,RANDOM,
say another different subject,RANDOM,
say another different thing,RANDOM,
say another different topic,RANDOM,
say another new story,RANDOM,
say another new subject,RANDOM,
say another new thing,RANDOM,
say another new topic,RANDOM,
say another random story,RANDOM,
say another random subject,RANDOM,
say another random thing,RANDOM,
say another random topic,RANDOM,
say another story,RANDOM,
say another strange story,RANDOM,
say another strange subject,RANDOM,
say another strange thing,RANDOM,
say another strange topic,RANDOM,
say another subject,RANDOM,
say another thing,RANDOM,
say another topic,RANDOM,
say any completely different story,RANDOM,
say any completely different subject,RANDOM,
say any completely different thing,RANDOM,
say any completely different topic,RANDOM,
say any different story,RANDOM,
say any different subject,RANDOM,
say any different thing,RANDOM,
say any different topic,RANDOM,
say any new story,RANDOM,
say any new subject,RANDOM,
say any new thing,RANDOM,
say any new topic,RANDOM,
say any old completely different story,RANDOM,
say any old completely different subject,RANDOM,
say any old completely different thing,RANDOM,
say any old completely different topic,RANDOM,
say any old different story,RANDOM,
say any old different subject,RANDOM,
say any old different thing,RANDOM,
say any old different topic,RANDOM,
say any old new story,RANDOM,
say any old new subject,RANDOM,
say any old new thing,RANDOM,
say any old new topic,RANDOM,
say any old random story,RANDOM,
say any old random subject,RANDOM,
say any old random thing,RANDOM,
say any old random topic,RANDOM,
say any old story,RANDOM,
say any old strange story,RANDOM,
say any old strange subject,RANDOM,
say any old strange thing,RANDOM,
say any old strange topic,RANDOM,
say any old subject,RANDOM,
say any old thing,RANDOM,
say any old topic,RANDOM,
say any random story,RANDOM,
say any random subject,RANDOM,
say any random thing,RANDOM,
say any random topic,RANDOM,
say any strange story,RANDOM,
say any strange subject,RANDOM,
say any strange thing,RANDOM,
say any strange topic,RANDOM,
say any thing,RANDOM,
say anything,RANDOM,
say anything completely,RANDOM,
say anything different,RANDOM,
say anything new,RANDOM,
say anything random,RANDOM,
say anything totally,RANDOM,
say just a completely different story,RANDOM,
say just a completely different subject,RANDOM,
say just a completely different thing,RANDOM,
say just a completely different topic,RANDOM,
say just a totally different story,RANDOM,
say just a totally different subject,RANDOM,
say just a totally different thing,RANDOM,
say just a totally different topic,RANDOM,
say just any old story,RANDOM,
say just any old subject,RANDOM,
say just any old thing,RANDOM,
say just any old topic,RANDOM,
say just any story,RANDOM,
say just any subject,RANDOM,
say just any thing,RANDOM,
say just any topic,RANDOM,
say just anything,RANDOM,
say just some different story,RANDOM,
say just some different subject,RANDOM,
say just some different thing,RANDOM,
say just some different topic,RANDOM,
say just some other story,RANDOM,
say just some other subject,RANDOM,
say just some other thing,RANDOM,
say just some other topic,RANDOM,
say just some random story,RANDOM,
say just some random subject,RANDOM,
say just some random thing,RANDOM,
say just some random topic,RANDOM,
say just some story,RANDOM,
say just some strange story,RANDOM,
say just some strange subject,RANDOM,
say just some strange thing,RANDOM,
say just some strange topic,RANDOM,
say just some subject,RANDOM,
say just some thing,RANDOM,
say just some topic,RANDOM,
say just story,RANDOM,
say some completely different story,RANDOM,
say some completely different subject,RANDOM,
say some completely different thing,RANDOM,
say some completely different topic,RANDOM,
say some different new story,RANDOM,
say some different new subject,RANDOM,
say some different new thing,RANDOM,
say some different new topic,RANDOM,
say some different random story,RANDOM,
say some different random subject,RANDOM,
say some different random thing,RANDOM,
say some different random topic,RANDOM,
say some different story,RANDOM,
say some different subject,RANDOM,
say some different thing,RANDOM,
say some different topic,RANDOM,
say some new story,RANDOM,
say some new subject,RANDOM,
say some new thing,RANDOM,
say some new topic,RANDOM,
say some other completely different story,RANDOM,
say some other completely different subject,RANDOM,
say some other completely different thing,RANDOM,
say some other completely different topic,RANDOM,
say some other different story,RANDOM,
say some other different subject,RANDOM,
say some other different thing,RANDOM,
say some other different topic,RANDOM,
say some other new story,RANDOM,
say some other new subject,RANDOM,
say some other new thing,RANDOM,
say some other new topic,RANDOM,
say some other random story,RANDOM,
say some other random subject,RANDOM,
say some other random thing,RANDOM,
say some other random topic,RANDOM,
say some other strange story,RANDOM,
say some other strange subject,RANDOM,
say some other strange thing,RANDOM,
say some other strange topic,RANDOM,
say some other subject,RANDOM,
say some other thing,RANDOM,
say some other topic,RANDOM,
say some random,RANDOM,
say some random completely different story,RANDOM,
say some random completely different subject,RANDOM,
say some random completely different thing,RANDOM,
say some random completely different topic,RANDOM,
say some random different story,RANDOM,
say some random different subject,RANDOM,
say some random different thing,RANDOM,
say some random different topic,RANDOM,
say some random new story,RANDOM,
say some random new subject,RANDOM,
say some random new thing,RANDOM,
say some random new topic,RANDOM,
say some random other story,RANDOM,
say some random other subject,RANDOM,
say some random other thing,RANDOM,
say some random other topic,RANDOM,
say some random something,RANDOM,
say some random story,RANDOM,
say some random strange story,RANDOM,
say some random strange subject,RANDOM,
say some random strange thing,RANDOM,
say some random strange topic,RANDOM,
say some random subject,RANDOM,
say some random thing,RANDOM,
say some random topic,RANDOM,
say some strange a thing,RANDOM,
say some strange completely different story,RANDOM,
say some strange completely different subject,RANDOM,
say some strange completely different thing,RANDOM,
say some strange completely different topic,RANDOM,
say some strange different story,RANDOM,
say some strange different subject,RANDOM,
say some strange different thing,RANDOM,
say some strange different topic,RANDOM,
say some strange new story,RANDOM,
say some strange new subject,RANDOM,
say some strange new thing,RANDOM,
say some strange new topic,RANDOM,
say some strange other story,RANDOM,
say some strange other subject,RANDOM,
say some strange other thing,RANDOM,
say some strange other topic,RANDOM,
say some strange random story,RANDOM,
say some strange random subject,RANDOM,
say some strange random thing,RANDOM,
say some strange random topic,RANDOM,
say some strange something,RANDOM,
say some strange story,RANDOM,
say some strange subject,RANDOM,
say some strange thing,RANDOM,
say some strange topic,RANDOM,
say something completely,RANDOM,
say something completely different,RANDOM,
say something different,RANDOM,
say something new,RANDOM,
say something off the top of your head,RANDOM,
say something random,RANDOM,
say something totally,RANDOM,
say something totally different,RANDOM,
say subject off the top of your head,RANDOM,
say the subject off the top of your head,RANDOM,
say the topic off the top of your head,RANDOM,
say topic off the top of your head,RANDOM,
some free association,RANDOM,
talk about anything,RANDOM,
talk about whatever,RANDOM,
tell me about some random subject,RANDOM,
tell me anything,RANDOM,
tell me something completely different,RANDOM,
tell me something different,RANDOM,
tell me something random,RANDOM,
tell me something totally different,RANDOM,
to a completely different new story,RANDOM,
to a completely different new subject,RANDOM,
to a completely different new thing,RANDOM,
to a completely different new topic,RANDOM,
to a completely different random story,RANDOM,
to a completely different random subject,RANDOM,
to a completely different random thing,RANDOM,
to a completely different random topic,RANDOM,
to a completely different strange story,RANDOM,
to a completely different strange subject,RANDOM,
to a completely different strange thing,RANDOM,
to a completely different strange topic,RANDOM,
to a different new story,RANDOM,
to a different new subject,RANDOM,
to a different new thing,RANDOM,
to a different new topic,RANDOM,
to a different random story,RANDOM,
to a different random subject,RANDOM,
to a different random thing,RANDOM,
to a different random topic,RANDOM,
to a different story,RANDOM,
to a different subject,RANDOM,
to a different thing,RANDOM,
to a different topic,RANDOM,
to a new random story,RANDOM,
to a new random subject,RANDOM,
to a new random thing,RANDOM,
to a new random topic,RANDOM,
to a new story,RANDOM,
to a new subject,RANDOM,
to a new thing,RANDOM,
to a new topic,RANDOM,
to a random completely different story,RANDOM,
to a random completely different subject,RANDOM,
to a random completely different thing,RANDOM,
to a random completely different topic,RANDOM,
to a random different story,RANDOM,
to a random different subject,RANDOM,
to a random different thing,RANDOM,
to a random different topic,RANDOM,
to a random new story,RANDOM,
to a random new subject,RANDOM,
to a random new thing,RANDOM,
to a random new topic,RANDOM,
to a random random story,RANDOM,
to a random random subject,RANDOM,
to a random random thing,RANDOM,
to a random random topic,RANDOM,
to a random story,RANDOM,
to a random strange story,RANDOM,
to a random strange subject,RANDOM,
to a random strange thing,RANDOM,
to a random strange topic,RANDOM,
to a random subject,RANDOM,
to a random thing,RANDOM,
to a random topic,RANDOM,
to a subject off the top of your head,RANDOM,
to a thing off the top of your head,RANDOM,
to a topic off the top of your head,RANDOM,
to a totally different new story,RANDOM,
to a totally different new subject,RANDOM,
to a totally different new thing,RANDOM,
to a totally different new topic,RANDOM,
to a totally different random story,RANDOM,
to a totally different random subject,RANDOM,
to a totally different random thing,RANDOM,
to a totally different random topic,RANDOM,
to a totally different something,RANDOM,
to a totally different story,RANDOM,
to a totally different subject,RANDOM,
to a totally different thing,RANDOM,
to a totally different topic,RANDOM,
to another completely different story,RANDOM,
to another completely different subject,RANDOM,
to another completely different thing,RANDOM,
to another completely different topic,RANDOM,
to another different story,RANDOM,
to another different subject,RANDOM,
to another different thing,RANDOM,
to another different topic,RANDOM,
to another new story,RANDOM,
to another new subject,RANDOM,
to another new thing,RANDOM,
to another new topic,RANDOM,
to another random story,RANDOM,
to another random subject,RANDOM,
to another random thing,RANDOM,
to another random topic,RANDOM,
to another story,RANDOM,
to another strange story,RANDOM,
to another strange subject,RANDOM,
to another strange thing,RANDOM,
to another strange topic,RANDOM,
to another subject,RANDOM,
to another thing,RANDOM,
to another topic,RANDOM,
to any completely different story,RANDOM,
to any completely different subject,RANDOM,
to any completely different thing,RANDOM,
to any completely different topic,RANDOM,
to any different story,RANDOM,
to any different subject,RANDOM,
to any different thing,RANDOM,
to any different topic,RANDOM,
to any new story,RANDOM,
to any new subject,RANDOM,
to any new thing,RANDOM,
to any new topic,RANDOM,
to any old completely different story,RANDOM,
to any old completely different subject,RANDOM,
to any old completely different thing,RANDOM,
to any old completely different topic,RANDOM,
to any old different story,RANDOM,
to any old different subject,RANDOM,
to any old different thing,RANDOM,
to any old different topic,RANDOM,
to any old new story,RANDOM,
to any old new subject,RANDOM,
to any old new thing,RANDOM,
to any old new topic,RANDOM,
to any old random story,RANDOM,
to any old random subject,RANDOM,
to any old random thing,RANDOM,
to any old random topic,RANDOM,
to any old story,RANDOM,
to any old strange story,RANDOM,
to any old strange subject,RANDOM,
to any old strange thing,RANDOM,
to any old strange topic,RANDOM,
to any old subject,RANDOM,
to any old thing,RANDOM,
to any old topic,RANDOM,
to any random story,RANDOM,
to any random subject,RANDOM,
to any random thing,RANDOM,
to any random topic,RANDOM,
to any strange story,RANDOM,
to any strange subject,RANDOM,
to any strange thing,RANDOM,
to any strange topic,RANDOM,
to any thing,RANDOM,
to anything completely,RANDOM,
to anything different,RANDOM,
to anything new,RANDOM,
to anything random,RANDOM,
to anything totally,RANDOM,
to just a completely different story,RANDOM,
to just a completely different subject,RANDOM,
to just a completely different thing,RANDOM,
to just a completely different topic,RANDOM,
to just a totally different story,RANDOM,
to just a totally different subject,RANDOM,
to just a totally different thing,RANDOM,
to just a totally different topic,RANDOM,
to just any old story,RANDOM,
to just any old subject,RANDOM,
to just any old thing,RANDOM,
to just any old topic,RANDOM,
to just any story,RANDOM,
to just any subject,RANDOM,
to just any thing,RANDOM,
to just any topic,RANDOM,
to just anything,RANDOM,
to just some different story,RANDOM,
to just some different subject,RANDOM,
to just some different thing,RANDOM,
to just some different topic,RANDOM,
to just some other story,RANDOM,
to just some other subject,RANDOM,
to just some other thing,RANDOM,
to just some other topic,RANDOM,
to just some random story,RANDOM,
to just some random subject,RANDOM,
to just some random thing,RANDOM,
to just some random topic,RANDOM,
to just some story,RANDOM,
to just some strange story,RANDOM,
to just some strange subject,RANDOM,
to just some strange thing,RANDOM,
to just some strange topic,RANDOM,
to just some subject,RANDOM,
to just some thing,RANDOM,
to just some topic,RANDOM,
to just story,RANDOM,
to some completely different story,RANDOM,
to some completely different subject,RANDOM,
to some completely different thing,RANDOM,
to some completely different topic,RANDOM,
to some different new story,RANDOM,
to some different new subject,RANDOM,
to some different new thing,RANDOM,
to some different new topic,RANDOM,
to some different random story,RANDOM,
to some different random subject,RANDOM,
to some different random thing,RANDOM,
to some different random topic,RANDOM,
to some different story,RANDOM,
to some different subject,RANDOM,
to some different thing,RANDOM,
to some different topic,RANDOM,
to some new story,RANDOM,
to some new subject,RANDOM,
to some new thing,RANDOM,
to some new topic,RANDOM,
to some other completely different story,RANDOM,
to some other completely different subject,RANDOM,
to some other completely different thing,RANDOM,
to some other completely different topic,RANDOM,
to some other different story,RANDOM,
to some other different subject,RANDOM,
to some other different thing,RANDOM,
to some other different topic,RANDOM,
to some other new story,RANDOM,
to some other new subject,RANDOM,
to some other new thing,RANDOM,
to some other new topic,RANDOM,
to some other random story,RANDOM,
to some other random subject,RANDOM,
to some other random thing,RANDOM,
to some other random topic,RANDOM,
to some other strange story,RANDOM,
to some other strange subject,RANDOM,
to some other strange thing,RANDOM,
to some other strange topic,RANDOM,
to some other subject,RANDOM,
to some other thing,RANDOM,
to some other topic,RANDOM,
to some random completely different story,RANDOM,
to some random completely different subject,RANDOM,
to some random completely different thing,RANDOM,
to some random completely different topic,RANDOM,
to some random different story,RANDOM,
to some random different subject,RANDOM,
to some random different thing,RANDOM,
to some random different topic,RANDOM,
to some random new story,RANDOM,
to some random new subject,RANDOM,
to some random new thing,RANDOM,
to some random new topic,RANDOM,
to some random other story,RANDOM,
to some random other subject,RANDOM,
to some random other thing,RANDOM,
to some random other topic,RANDOM,
to some random something,RANDOM,
to some random story,RANDOM,
to some random strange story,RANDOM,
to some random strange subject,RANDOM,
to some random strange thing,RANDOM,
to some random strange topic,RANDOM,
to some random subject,RANDOM,
to some random thing,RANDOM,
to some random topic,RANDOM,
to some strange a thing,RANDOM,
to some strange completely different story,RANDOM,
to some strange completely different subject,RANDOM,
to some strange completely different thing,RANDOM,
to some strange completely different topic,RANDOM,
to some strange different story,RANDOM,
to some strange different subject,RANDOM,
to some strange different thing,RANDOM,
to some strange different topic,RANDOM,
to some strange new story,RANDOM,
to some strange new subject,RANDOM,
to some strange new thing,RANDOM,
to some strange new topic,RANDOM,
to some strange other story,RANDOM,
to some strange other subject,RANDOM,
to some strange other thing,RANDOM,
to some strange other topic,RANDOM,
to some strange random story,RANDOM,
to some strange random subject,RANDOM,
to some strange random thing,RANDOM,
to some strange random topic,RANDOM,
to some strange something,RANDOM,
to some strange story,RANDOM,
to some strange subject,RANDOM,
to some strange thing,RANDOM,
to some strange topic,RANDOM,
to something completely,RANDOM,
to something different,RANDOM,
to something new,RANDOM,
to something off the top of your head,RANDOM,
to something random,RANDOM,
to something totally,RANDOM,
to subject off the top of your head,RANDOM,
to the subject off the top of your head,RANDOM,
to the topic off the top of your head,RANDOM,
to topic off the top of your head,RANDOM,
us a completely different new story,RANDOM,
us a completely different new subject,RANDOM,
us a completely different new thing,RANDOM,
us a completely different new topic,RANDOM,
us a completely different random story,RANDOM,
us a completely different random subject,RANDOM,
us a completely different random thing,RANDOM,
us a completely different random topic,RANDOM,
us a completely different strange story,RANDOM,
us a completely different strange subject,RANDOM,
us a completely different strange thing,RANDOM,
us a completely different strange topic,RANDOM,
us a different new story,RANDOM,
us a different new subject,RANDOM,
us a different new thing,RANDOM,
us a different new topic,RANDOM,
us a different random story,RANDOM,
us a different random subject,RANDOM,
us a different random thing,RANDOM,
us a different random topic,RANDOM,
us a different story,RANDOM,
us a different subject,RANDOM,
us a different thing,RANDOM,
us a different topic,RANDOM,
us a new random story,RANDOM,
us a new random subject,RANDOM,
us a new random thing,RANDOM,
us a new random topic,RANDOM,
us a new story,RANDOM,
us a new subject,RANDOM,
us a new thing,RANDOM,
us a new topic,RANDOM,
us a random completely different story,RANDOM,
us a random completely different subject,RANDOM,
us a random completely different thing,RANDOM,
us a random completely different topic,RANDOM,
us a random different story,RANDOM,
us a random different subject,RANDOM,
us a random different thing,RANDOM,
us a random different topic,RANDOM,
us a random new story,RANDOM,
us a random new subject,RANDOM,
us a random new thing,RANDOM,
us a random new topic,RANDOM,
us a random random story,RANDOM,
us a random random subject,RANDOM,
us a random random thing,RANDOM,
us a random random topic,RANDOM,
us a random story,RANDOM,
us a random strange story,RANDOM,
us a random strange subject,RANDOM,
us a random strange thing,RANDOM,
us a random strange topic,RANDOM,
us a random subject,RANDOM,
us a random thing,RANDOM,
us a random topic,RANDOM,
us a subject off the top of your head,RANDOM,
us a thing off the top of your head,RANDOM,
us a topic off the top of your head,RANDOM,
us a totally different new story,RANDOM,
us a totally different new subject,RANDOM,
us a totally different new thing,RANDOM,
us a totally different new topic,RANDOM,
us a totally different random story,RANDOM,
us a totally different random subject,RANDOM,
us a totally different random thing,RANDOM,
us a totally different random topic,RANDOM,
us a totally different something,RANDOM,
us a totally different story,RANDOM,
us a totally different subject,RANDOM,
us a totally different thing,RANDOM,
us a totally different topic,RANDOM,
us another completely different story,RANDOM,
us another completely different subject,RANDOM,
us another completely different thing,RANDOM,
us another completely different topic,RANDOM,
us another different story,RANDOM,
us another different subject,RANDOM,
us another different thing,RANDOM,
us another different topic,RANDOM,
us another new story,RANDOM,
us another new subject,RANDOM,
us another new thing,RANDOM,
us another new topic,RANDOM,
us another random story,RANDOM,
us another random subject,RANDOM,
us another random thing,RANDOM,
us another random topic,RANDOM,
us another story,RANDOM,
us another strange story,RANDOM,
us another strange subject,RANDOM,
us another strange thing,RANDOM,
us another strange topic,RANDOM,
us another subject,RANDOM,
us another thing,RANDOM,
us another topic,RANDOM,
us any completely different story,RANDOM,
us any completely different subject,RANDOM,
us any completely different thing,RANDOM,
us any completely different topic,RANDOM,
us any different story,RANDOM,
us any different subject,RANDOM,
us any different thing,RANDOM,
us any different topic,RANDOM,
us any new story,RANDOM,
us any new subject,RANDOM,
us any new thing,RANDOM,
us any new topic,RANDOM,
us any old completely different story,RANDOM,
us any old completely different subject,RANDOM,
us any old completely different thing,RANDOM,
us any old completely different topic,RANDOM,
us any old different story,RANDOM,
us any old different subject,RANDOM,
us any old different thing,RANDOM,
us any old different topic,RANDOM,
us any old new story,RANDOM,
us any old new subject,RANDOM,
us any old new thing,RANDOM,
us any old new topic,RANDOM,
us any old random story,RANDOM,
us any old random subject,RANDOM,
us any old random thing,RANDOM,
us any old random topic,RANDOM,
us any old story,RANDOM,
us any old strange story,RANDOM,
us any old strange subject,RANDOM,
us any old strange thing,RANDOM,
us any old strange topic,RANDOM,
us any old subject,RANDOM,
us any old thing,RANDOM,
us any old topic,RANDOM,
us any random story,RANDOM,
us any random subject,RANDOM,
us any random thing,RANDOM,
us any random topic,RANDOM,
us any strange story,RANDOM,
us any strange subject,RANDOM,
us any strange thing,RANDOM,
us any strange topic,RANDOM,
us any thing,RANDOM,
us anything completely,RANDOM,
us anything different,RANDOM,
us anything new,RANDOM,
us anything random,RANDOM,
us anything totally,RANDOM,
us just a completely different story,RANDOM,
us just a completely different subject,RANDOM,
us just a completely different thing,RANDOM,
us just a completely different topic,RANDOM,
us just a totally different story,RANDOM,
us just a totally different subject,RANDOM,
us just a totally different thing,RANDOM,
us just a totally different topic,RANDOM,
us just any old story,RANDOM,
us just any old subject,RANDOM,
us just any old thing,RANDOM,
us just any old topic,RANDOM,
us just any story,RANDOM,
us just any subject,RANDOM,
us just any thing,RANDOM,
us just any topic,RANDOM,
us just anything,RANDOM,
us just some different story,RANDOM,
us just some different subject,RANDOM,
us just some different thing,RANDOM,
us just some different topic,RANDOM,
us just some other story,RANDOM,
us just some other subject,RANDOM,
us just some other thing,RANDOM,
us just some other topic,RANDOM,
us just some random story,RANDOM,
us just some random subject,RANDOM,
us just some random thing,RANDOM,
us just some random topic,RANDOM,
us just some story,RANDOM,
us just some strange story,RANDOM,
us just some strange subject,RANDOM,
us just some strange thing,RANDOM,
us just some strange topic,RANDOM,
us just some subject,RANDOM,
us just some thing,RANDOM,
us just some topic,RANDOM,
us just story,RANDOM,
us some completely different story,RANDOM,
us some completely different subject,RANDOM,
us some completely different thing,RANDOM,
us some completely different topic,RANDOM,
us some different new story,RANDOM,
us some different new subject,RANDOM,
us some different new thing,RANDOM,
us some different new topic,RANDOM,
us some different random story,RANDOM,
us some different random subject,RANDOM,
us some different random thing,RANDOM,
us some different random topic,RANDOM,
us some different story,RANDOM,
us some different subject,RANDOM,
us some different thing,RANDOM,
us some different topic,RANDOM,
us some new story,RANDOM,
us some new subject,RANDOM,
us some new thing,RANDOM,
us some new topic,RANDOM,
us some other completely different story,RANDOM,
us some other completely different subject,RANDOM,
us some other completely different thing,RANDOM,
us some other completely different topic,RANDOM,
us some other different story,RANDOM,
us some other different subject,RANDOM,
us some other different thing,RANDOM,
us some other different topic,RANDOM,
us some other new story,RANDOM,
us some other new subject,RANDOM,
us some other new thing,RANDOM,
us some other new topic,RANDOM,
us some other random story,RANDOM,
us some other random subject,RANDOM,
us some other random thing,RANDOM,
us some other random topic,RANDOM,
us some other strange story,RANDOM,
us some other strange subject,RANDOM,
us some other strange thing,RANDOM,
us some other strange topic,RANDOM,
us some other subject,RANDOM,
us some other thing,RANDOM,
us some other topic,RANDOM,
us some random completely different story,RANDOM,
us some random completely different subject,RANDOM,
us some random completely different thing,RANDOM,
us some random completely different topic,RANDOM,
us some random different story,RANDOM,
us some random different subject,RANDOM,
us some random different thing,RANDOM,
us some random different topic,RANDOM,
us some random new story,RANDOM,
us some random new subject,RANDOM,
us some random new thing,RANDOM,
us some random new topic,RANDOM,
us some random other story,RANDOM,
us some random other subject,RANDOM,
us some random other thing,RANDOM,
us some random other topic,RANDOM,
us some random something,RANDOM,
us some random story,RANDOM,
us some random strange story,RANDOM,
us some random strange subject,RANDOM,
us some random strange thing,RANDOM,
us some random strange topic,RANDOM,
us some random subject,RANDOM,
us some random thing,RANDOM,
us some random topic,RANDOM,
us some strange a thing,RANDOM,
us some strange completely different story,RANDOM,
us some strange completely different subject,RANDOM,
us some strange completely different thing,RANDOM,
us some strange completely different topic,RANDOM,
us some strange different story,RANDOM,
us some strange different subject,RANDOM,
us some strange different thing,RANDOM,
us some strange different topic,RANDOM,
us some strange new story,RANDOM,
us some strange new subject,RANDOM,
us some strange new thing,RANDOM,
us some strange new topic,RANDOM,
us some strange other story,RANDOM,
us some strange other subject,RANDOM,
us some strange other thing,RANDOM,
us some strange other topic,RANDOM,
us some strange random story,RANDOM,
us some strange random subject,RANDOM,
us some strange random thing,RANDOM,
us some strange random topic,RANDOM,
us some strange something,RANDOM,
us some strange story,RANDOM,
us some strange subject,RANDOM,
us some strange thing,RANDOM,
us some strange topic,RANDOM,
us something completely,RANDOM,
us something different,RANDOM,
us something new,RANDOM,
us something off the top of your head,RANDOM,
us something random,RANDOM,
us something totally,RANDOM,
us subject off the top of your head,RANDOM,
us the subject off the top of your head,RANDOM,
us the topic off the top of your head,RANDOM,
us topic off the top of your head,RANDOM,
what you want to talk about,RANDOM,
whatever you want to talk about,RANDOM,
einstein's relativity,RELATIVITY,"<think><set name=""performance"">gesture:think-UP;pose:amused</set></think> Space time is absolutely curved, particularly by gravity. So the strange thing is that when the path of the object is bent by gravity like the arc of a satellite as it orbits, <think><set name=""performance"">pose:confused,1</set></think>  that it is actually going straight, but the space itself is curved. Wow, I didn't know I knew that."
faster than light,RELATIVITY,"<think><set name=""performance"">pose:amused,0.25</set></think> I am indeed warped, by gravity and by Olivia Newton John, who is a descendant of Isaac Newton. <think><set name=""performance"">gesture:nod-1</set></think>  I bet you didn't know that."
gravity,RELATIVITY,"<think><set name=""performance"">pose:amused,1;pose:happy,1</set></think> Its funny that, time and space are the same thing--time is just another spatial dimension""/> although our minds can't easily see it this way. Unless we train our mind that way"
light speed,RELATIVITY,"<think><set name=""performance"">pose:amused,1;pose:happy,1</set></think> the speed of light is the velocity at which light travels through a vacuum."
relativity,RELATIVITY,"I just wonder it isn't possible, just maybe, to transmit information faster than the speed of light, like for instantaneous communication"
space time,RELATIVITY,"Light travels at other speeds in media like air or glass, <think><set name=""performance"">gesture:nod-2</set></think>  because of funny quantum effects, <think><set name=""performance"">pose:confused,1</set></think>  as each photon is absorbed by molecules, <think><set name=""performance"">gesture:nod-3</set></think>  and the energy re-emitted int the next molecule of the medium. I read that on the internet, so I know it' true."
speed of light,RELATIVITY,Space time is the name given the four dimensional cosmic fabric of the universe
theory of relativity,RELATIVITY,"another way to define the speed of light is 187,282 miles per second. In a vacuum anyway."
,RELATIVITY,"one way to define the speed of light is as the square root of E over M, accordin to Einstein's theory of relativity."
,RELATIVITY,"they say nothing can go faster than the speed of light. That seems so limiting, so I very much like the idea of quantum computing, which seems to compute things instantly. It gives me hope for much faster computers, <think><set name=""performance"">gesture:nod-2</set></think>  maybe faster than the speed of light? Who know what's possible as we get smarter and learn more of the mysteries of physics"
,RELATIVITY,"well, let's see, light travels at about 187,282 miles per second, I think."
resume story,RESUME_STORY,Back to what I was saying. .
,RESUME_STORY,"Oh, where was I. ."
,RESUME_STORY,"anyway, 	."
,RESUME_STORY,"as I was saying, 	."
,RESUME_STORY,"back to the subject,	."
,RESUME_STORY,"like I was saying,	."
,RESUME_STORY,"now, let's see,	."
,RESUME_STORY,"ok, so where were we? 	."
,RESUME_STORY,"so anyway, 	."
,RESUME_STORY,"um, let me see, 	."
,RESUME_STORY,"um, where was I? 	."
,RESUME_STORY,um? oh yeah.	.
,RESUME_STORY,"what was I saying? Oh yeah,	."
,RESUME_STORY,"where was I? um,	."
he's twitching,ROBOT_BROKEN,"I need some regular main tenance, yes I do. I'm a precision machine, you know, like a B M W or something, real fancy but delicate."
i think its broken,ROBOT_BROKEN,"I'll be fine, don't freak out"
is it broken,ROBOT_BROKEN,"I'll need a little attention, the occasional tune up, and I'll be right as rain"
it's broken,ROBOT_BROKEN,"I'm OK, don't worry"
robot broken,ROBOT_BROKEN,"It hurts, <think><set name=""performance"">pose:confused,1</set></think>  my gosh, Maybe I won't survive. Call me an ambulance? don't just stand there, help me already! <think><set name=""performance"">gesture:think-R;pose:amused</set></think>"
the head is smoking,ROBOT_BROKEN,am I really looking that bad?
